 seedlen = 0 lowscore = 0
Mutation Data Matrix (120 PAMs)
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 8
Residue identity scores 10
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 0

100000 sequences to be read in length range 50 -> 500

Calculating peptide table based on length 6
Reading user file of seq.s: final.seq
 user_in = 1
End of user sequences
7150 sequences read into 7150 blocks, (7150 are keyed)


 ****** CYCLE 0 ******
Minimum score held = 20
Top 3 scores held per sequence
Sequences in the range 1<Dij<1000 scored
Adjacent sequences scored with bonus of 10
141196 pairs collected
144024
 npairs = 144024
pre_order  npairs = 144024
 malloc OK
reorder  malloc OK done
preorder  new block mallock OK
cluster_pairs total list_alloc = 1660
pack_lists 6982/7150 blocks moved

New sequence order is:
* Block 0 <=== 320	USER>>AACN010607701.1/895-1033	  139   [+0+] AACN010607701.1/895-1033 Canis familiaris ctg19866851718594, whole genome shotgun sequence.
* Block 154 <=== 343	USER>>ABRR01468517.1/1062-874	  189   [+0+] ABRR01468517.1/1062-874 Vicugna pacos cont1.468516, whole genome shotgun sequence.
* Block 155 <=== 1240	USER>>ABRR01195521.1/2835-3025	  191   [+0+] ABRR01195521.1/2835-3025 Vicugna pacos cont1.195520, whole genome shotgun sequence.
* Block 156 <=== 1241	USER>>ABDC01350939.1/569-384	  186   [+0+] ABDC01350939.1/569-384 Microcebus murinus cont1.350938, whole genome shotgun sequence.
* Block 157 <=== 842	USER>>AANN01685453.1/3975-3813	  163   [+0+] AANN01685453.1/3975-3813 Erinaceus europaeus cont1.685452, whole genome shotgun sequence.
* Block 158 <=== 556	USER>>AANN01838473.1/3088-3245	  158   [+0+] AANN01838473.1/3088-3245 Erinaceus europaeus cont1.838472, whole genome shotgun sequence.
* Block 159 <=== 1036	USER>>ACBE01196750.1/801-990	  190   [+1+] ACBE01196750.1/801-990 Felis catus c566002794.Contig1, whole genome shotgun sequence.
* Block 160 <=== 1089	USER>>AFSB01007450.1/21008-21197	  190   [+1+] AFSB01007450.1/21008-21197 Heterocephalus glaber contig7450, whole genome shotgun sequence.
* Block 161 <=== 1300	USER>>AAPE02009684.1/8334-8510	  177   [+1+] AAPE02009684.1/8334-8510 Myotis lucifugus cont2.9683, whole genome shotgun sequence.
* Block 162 <=== 1299	USER>>AAQQ01132381.1/222-411	  190   [+1+] AAQQ01132381.1/222-411 Spermophilus tridecemlineatus cont1.132380, whole genome shotgun sequence.
* Block 163 <=== 1298	USER>>AALT01100860.1/1122-937	  186   [+0+] AALT01100860.1/1122-937 Sorex araneus cont1.100859, whole genome shotgun sequence.
* Block 164 <=== 617	USER>>AAEX03010981.1/167168-166978	  191   [+0+] AAEX03010981.1/167168-166978 Canis lupus familiaris cont3.10981, whole genome shotgun sequence.
* Block 165 <=== 297	USER>>DAAB012609818.1/185-51	  135   [+0+] DAAB012609818.1/185-51 TPA: Homo sapiens contig2609818, whole genome shotgun sequence.
* Block 166 <=== 619	USER>>ABGA01386473.1/3038-3221	  184   [+17+] ABGA01386473.1/3038-3221 Pongo abelii chromosome 5 P_pygmaeus2.0.2_Contig5381.8, whole genome shotgun sequence.
* Block 167 <=== 632	USER>>ABRT010399212.1/2816-2626	  191   [+0+] ABRT010399212.1/2816-2626 Tarsius syrichta cont1.399211, whole genome shotgun sequence.
* Block 168 <=== 616	USER>>AGCE01004969.1/12166-12341	  176   [+1+] AGCE01004969.1/12166-12341 Saimiri boliviensis boliviensis contig004969, whole genome shotgun sequence.
* Block 169 <=== 518	USER>>AAPY01037179.1/8129-7943	  187   [+0+] AAPY01037179.1/8129-7943 Tupaia belangeri cont1.037178, whole genome shotgun sequence.
* Block 170 <=== 1243	USER>>ABRR01375720.1/254-438	  185   [+0+] ABRR01375720.1/254-438 Vicugna pacos cont1.375719, whole genome shotgun sequence.
* Block 171 <=== 530	USER>>ABRQ01488996.1/4397-4203	  195   [+0+] ABRQ01488996.1/4397-4203 Procavia capensis cont1.488995, whole genome shotgun sequence.
* Block 172 <=== 531	USER>>AAKN02054650.1/321535-321725	  191   [+0+] AAKN02054650.1/321535-321725 Cavia porcellus strain inbred line 2N cont2.54649, whole genome shotgun sequence.
* Block 173 <=== 532	USER>>AAIY01472130.1/9270-9085	  186   [+0+] AAIY01472130.1/9270-9085 Echinops telfairi cont1.472130, whole genome shotgun sequence.
* Block 174 <=== 4	USER>>ACFV01160319.1/452-262	  191   [+0+] ACFV01160319.1/452-262 Callithrix jacchus Contig684.22, whole genome shotgun sequence.
* Block 175 <=== 570	USER>>AAHX01096781.1/40578-40442	  137   [+1+] AAHX01096781.1/40578-40442 Rattus norvegicus strain BN; Sprague-Dawley chromosome 19 CRA_213000034403598, whole genome shotgun sequence.
* Block 176 <=== 1246	USER>>AGCE01026192.1/2690-2870	  181   [+0+] AGCE01026192.1/2690-2870 Saimiri boliviensis boliviensis contig026192, whole genome shotgun sequence.
* Block 177 <=== 533	USER>>ACFV01030732.1/19446-19646	  201   [+0+] ACFV01030732.1/19446-19646 Callithrix jacchus Contig30.225, whole genome shotgun sequence.
* Block 178 <=== 738	USER>>AAPY01126219.1/4621-4811	  191   [+0+] AAPY01126219.1/4621-4811 Tupaia belangeri cont1.126218, whole genome shotgun sequence.
* Block 179 <=== 658	USER>>ABDC01038747.1/2165-2353	  189   [+0+] ABDC01038747.1/2165-2353 Microcebus murinus cont1.38746, whole genome shotgun sequence.
* Block 180 <=== 774	USER>>AAKN02020549.1/44085-44272	  188   [+0+] AAKN02020549.1/44085-44272 Cavia porcellus strain inbred line 2N cont2.20548, whole genome shotgun sequence.
* Block 181 <=== 775	USER>>AEYP01052630.1/27176-27356	  181   [+0+] AEYP01052630.1/27176-27356 Mustela putorius furo contig052630, whole genome shotgun sequence.
* Block 182 <=== 773	USER>>AFSB01179301.1/27149-26969	  181   [+0+] AFSB01179301.1/27149-26969 Heterocephalus glaber contig179301, whole genome shotgun sequence.
* Block 183 <=== 495	USER>>AFSB01065386.1/4849-5039	  191   [+0+] AFSB01065386.1/4849-5039 Heterocephalus glaber contig65386, whole genome shotgun sequence.
* Block 184 <=== 584	USER>>AAKN02023294.1/79973-80171	  199   [+0+] AAKN02023294.1/79973-80171 Cavia porcellus strain inbred line 2N cont2.23293, whole genome shotgun sequence.
* Block 185 <=== 657	USER>>ABDC01064573.1/2374-2563	  190   [+0+] ABDC01064573.1/2374-2563 Microcebus murinus cont1.64572, whole genome shotgun sequence.
* Block 186 <=== 1289	USER>>AFSB01005984.1/8908-9102	  195   [+1+] AFSB01005984.1/8908-9102 Heterocephalus glaber contig5984, whole genome shotgun sequence.
* Block 187 <=== 506	USER>>AACN010394713.1/482-292	  191   [+1+] AACN010394713.1/482-292 Canis familiaris ctg19866850756513, whole genome shotgun sequence.
* Block 188 <=== 1384	USER>>AAGV020325553.1/2586-2393	  194   [+0+] AAGV020325553.1/2586-2393 Dasypus novemcinctus cont2.325552, whole genome shotgun sequence.
* Block 189 <=== 534	USER>>ABRR01076273.1/1174-977	  198   [+0+] ABRR01076273.1/1174-977 Vicugna pacos cont1.76272, whole genome shotgun sequence.
* Block 190 <=== 664	USER>>ABRR01395311.1/145-335	  191   [+0+] ABRR01395311.1/145-335 Vicugna pacos cont1.395310, whole genome shotgun sequence.
* Block 191 <=== 665	USER>>AAIY01236425.1/4210-4400	  191   [+0+] AAIY01236425.1/4210-4400 Echinops telfairi cont1.236424, whole genome shotgun sequence.
* Block 192 <=== 666	USER>>AAPY01323543.1/1748-1558	  191   [+0+] AAPY01323543.1/1748-1558 Tupaia belangeri cont1.323542, whole genome shotgun sequence.
* Block 193 <=== 327	USER>>AAQR03050005.1/21856-22040	  185   [+0+] AAQR03050005.1/21856-22040 Otolemur garnettii contig050005, whole genome shotgun sequence.
* Block 194 <=== 1321	USER>>ACBE01043952.1/197-392	  196   [+0+] ACBE01043952.1/197-392 Felis catus c487702142.Contig1, whole genome shotgun sequence.
* Block 195 <=== 1320	USER>>AAEX03003160.1/54012-54203	  192   [+0+] AAEX03003160.1/54012-54203 Canis lupus familiaris cont3.3160, whole genome shotgun sequence.
* Block 196 <=== 589	USER>>ACTA01196255.1/51592-51405	  188   [+0+] ACTA01196255.1/51592-51405 Ailuropoda melanoleuca scaffold2681_6, whole genome shotgun sequence.
* Block 197 <=== 737	USER>>AAPE02031702.1/24314-24125	  190   [+0+] AAPE02031702.1/24314-24125 Myotis lucifugus cont2.31701, whole genome shotgun sequence.
* Block 198 <=== 1228	USER>>AAWR02014253.1/26197-26007	  191   [+0+] AAWR02014253.1/26197-26007 Equus caballus cont2.14252, whole genome shotgun sequence.
* Block 199 <=== 760	USER>>AAPY01060813.1/2403-2221	  183   [+0+] AAPY01060813.1/2403-2221 Tupaia belangeri cont1.060812, whole genome shotgun sequence.
* Block 200 <=== 170	USER>>AGKD01237682.1/2369-2242	  128   [+5+] AGKD01237682.1/2369-2242 Salmo salar Contig_237711, whole genome shotgun sequence.
* Block 201 <=== 168	USER>>AGKD01028426.1/5823-5652	  172   [+0+] AGKD01028426.1/5823-5652 Salmo salar Contig_028429, whole genome shotgun sequence.
* Block 202 <=== 171	USER>>AGKD01523933.1/155-332	  178   [+49+] AGKD01523933.1/155-332 Salmo salar Contig_524260, whole genome shotgun sequence.
* Block 203 <=== 172	USER>>AGKD01007219.1/15089-15268	  180   [+0+] AGKD01007219.1/15089-15268 Salmo salar Contig_007220, whole genome shotgun sequence.
* Block 204 <=== 169	USER>>AGKD01548680.1/195-6	  190   [+38+] AGKD01548680.1/195-6 Salmo salar Contig_549011, whole genome shotgun sequence.
* Block 205 <=== 173	USER>>AGKD01534451.1/147-1	  147   [+0+] AGKD01534451.1/147-1 Salmo salar Contig_534779, whole genome shotgun sequence.
* Block 206 <=== 240	USER>>ABEP02021216.1/478-289	  190   [+4+] ABEP02021216.1/478-289 Branchiostoma floridae strain S238N-H82 BRAFLscaffold_147_Cont21216, whole genome shotgun sequence.
* Block 207 <=== 554	USER>>BAAE01038318.1/1182-1277	   96   [+5+] BAAE01038318.1/1182-1277 Oryzias latipes DNA, contig38293 in scaffold1114, strain: HNI.
* Block 208 <=== 181	USER>>ABRN01360599.1/2404-2211	  194   [+0+] ABRN01360599.1/2404-2211 Tursiops truncatus cont1.360598, whole genome shotgun sequence.
* Block 209 <=== 223	USER>>AGCP01017777.1/1716-1907	  192   [+5+] AGCP01017777.1/1716-1907 Mnemiopsis leidyi c607800221.Contig1, whole genome shotgun sequence.
* Block 210 <=== 194	USER>>AAGV020470095.1/1018-1208	  191   [+2+] AAGV020470095.1/1018-1208 Dasypus novemcinctus cont2.470094, whole genome shotgun sequence.
* Block 211 <=== 209	USER>>ABEP02027604.1/21876-21686	  191   [+1+] ABEP02027604.1/21876-21686 Branchiostoma floridae strain S238N-H82 BRAFLscaffold_192_Cont27604, whole genome shotgun sequence.
* Block 212 <=== 246	USER>>ABRR01328173.1/294-484	  191   [+1+] ABRR01328173.1/294-484 Vicugna pacos cont1.328172, whole genome shotgun sequence.
* Block 213 <=== 174	USER>>HM004424.1/1-192	  192   [+0+] HM004424.1/1-192 Diplodus sargus clone T2Dsa2c1 T2 snRNA gene, partial sequence; intergenic spacer 1 and T5 snRNA gene, complete sequence; and intergenic spacer 2, partial sequence.
* Block 214 <=== 1137	USER>>ADDD01014640.1/2856-3045	  190   [+4+] ADDD01014640.1/2856-3045 Meleagris gallopavo CTG_7180001544417, whole genome shotgun sequence.
* Block 215 <=== 189	USER>>AGAI01030548.1/2918-3108	  191   [+2+] AGAI01030548.1/2918-3108 Melopsittacus undulatus budgerigar_v6.3_ctg900160192614, whole genome shotgun sequence.
* Block 216 <=== 185	USER>>ABRN01095994.1/13346-13156	  191   [+1+] ABRN01095994.1/13346-13156 Tursiops truncatus cont1.95993, whole genome shotgun sequence.
* Block 217 <=== 559	USER>>CAEA01543423.1/392-225	  168   [+0+] CAEA01543423.1/392-225 Gadus morhua WGS project CAEA01000000 data, contig891550
* Block 218 <=== 82	USER>>CAEA01465662.1/173-50	  124   [+3+] CAEA01465662.1/173-50 Gadus morhua WGS project CAEA01000000 data, contig715198
* Block 219 <=== 77	USER>>CAEA01366495.1/1-164	  164   [+7+] CAEA01366495.1/1-164 Gadus morhua WGS project CAEA01000000 data, contig532237
* Block 220 <=== 58	USER>>CAEA01119784.1/156-1	  156   [+2+] CAEA01119784.1/156-1 Gadus morhua WGS project CAEA01000000 data, contig222209
* Block 221 <=== 49	USER>>CAEA01327920.1/421-232	  190   [+139+] CAEA01327920.1/421-232 Gadus morhua WGS project CAEA01000000 data, contig486395
* Block 222 <=== 57	USER>>AGKD01308431.1/223-521	  299   [+0+] AGKD01308431.1/223-521 Salmo salar Contig_308480, whole genome shotgun sequence.
* Block 223 <=== 55	USER>>CAAB02028539.1/516-692	  177   [+0+] CAAB02028539.1/516-692 Takifugu rubripes WGS project CAAB00000000 data, contig_28603
* Block 224 <=== 78	USER>>AAVX01486217.1/1-184	  184   [+19+] AAVX01486217.1/1-184 Callorhinchus milii miniscaf_1249464_2, whole genome shotgun sequence.
* Block 225 <=== 75	USER>>AAMC01049375.1/7523-7310	  214   [+0+] AAMC01049375.1/7523-7310 Xenopus (Silurana) tropicalis XENTRscaffold_166_Cont49375, whole genome shotgun sequence.
* Block 226 <=== 72	USER>>AAMC01049373.1/10436-10238	  199   [+0+] AAMC01049373.1/10436-10238 Xenopus (Silurana) tropicalis XENTRscaffold_166_Cont49373, whole genome shotgun sequence.
* Block 227 <=== 73	USER>>AAMC01049373.1/13703-13512	  192   [+1+] AAMC01049373.1/13703-13512 Xenopus (Silurana) tropicalis XENTRscaffold_166_Cont49373, whole genome shotgun sequence.
* Block 228 <=== 76	USER>>AAMC01049353.1/19393-19196	  198   [+8+] AAMC01049353.1/19393-19196 Xenopus (Silurana) tropicalis XENTRscaffold_166_Cont49353, whole genome shotgun sequence.
* Block 229 <=== 71	USER>>AAMC01049353.1/36908-36720	  189   [+8+] AAMC01049353.1/36908-36720 Xenopus (Silurana) tropicalis XENTRscaffold_166_Cont49353, whole genome shotgun sequence.
* Block 230 <=== 74	USER>>AAMC01049361.1/14732-14548	  185   [+11+] AAMC01049361.1/14732-14548 Xenopus (Silurana) tropicalis XENTRscaffold_166_Cont49361, whole genome shotgun sequence.
* Block 231 <=== 81	USER>>AGKD01036452.1/10766-10606	  161   [+0+] AGKD01036452.1/10766-10606 Salmo salar Contig_036456, whole genome shotgun sequence.
* Block 232 <=== 79	USER>>AGKD01153674.1/2225-2525	  301   [+0+] AGKD01153674.1/2225-2525 Salmo salar Contig_153699, whole genome shotgun sequence.
* Block 233 <=== 755	USER>>AAPE02016008.1/2135-2342	  208   [+0+] AAPE02016008.1/2135-2342 Myotis lucifugus cont2.16007, whole genome shotgun sequence.
* Block 234 <=== 80	USER>>AFYH01022588.1/12099-11909	  191   [+0+] AFYH01022588.1/12099-11909 Latimeria chalumnae contig022588, whole genome shotgun sequence.
* Block 235 <=== 84	USER>>AFYH01098270.1/506-318	  189   [+0+] AFYH01098270.1/506-318 Latimeria chalumnae contig098270, whole genome shotgun sequence.
* Block 236 <=== 85	USER>>AFYH01024891.1/12365-12175	  191   [+0+] AFYH01024891.1/12365-12175 Latimeria chalumnae contig024891, whole genome shotgun sequence.
* Block 237 <=== 83	USER>>AFYH01272448.1/767-957	  191   [+0+] AFYH01272448.1/767-957 Latimeria chalumnae contig272448, whole genome shotgun sequence.
* Block 238 <=== 5	USER>>AAPE02007150.1/38614-38799	  186   [+0+] AAPE02007150.1/38614-38799 Myotis lucifugus cont2.7149, whole genome shotgun sequence.
* Block 239 <=== 95	USER>>AAIY01208796.1/884-690	  195   [+0+] AAIY01208796.1/884-690 Echinops telfairi cont1.208795, whole genome shotgun sequence.
* Block 240 <=== 190	USER>>AAWZ02012712.1/46296-46106	  191   [+0+] AAWZ02012712.1/46296-46106 Anolis carolinensis chromosome 5 cont2.12711, whole genome shotgun sequence.
* Block 241 <=== 159	USER>>AALT01488721.1/1070-881	  190   [+1+] AALT01488721.1/1070-881 Sorex araneus cont1.488720, whole genome shotgun sequence.
* Block 242 <=== 736	USER>>AAPE02043085.1/28342-28528	  187   [+0+] AAPE02043085.1/28342-28528 Myotis lucifugus cont2.43084, whole genome shotgun sequence.
* Block 243 <=== 677	USER>>AFYH01113700.1/9625-9810	  186   [+0+] AFYH01113700.1/9625-9810 Latimeria chalumnae contig113700, whole genome shotgun sequence.
* Block 244 <=== 197	USER>>AAGV020469067.1/1951-1762	  190   [+0+] AAGV020469067.1/1951-1762 Dasypus novemcinctus cont2.469066, whole genome shotgun sequence.
* Block 245 <=== 193	USER>>AAGV020313347.1/1534-1344	  191   [+0+] AAGV020313347.1/1534-1344 Dasypus novemcinctus cont2.313346, whole genome shotgun sequence.
* Block 246 <=== 195	USER>>AAGV020811046.1/1646-1459	  188   [+0+] AAGV020811046.1/1646-1459 Dasypus novemcinctus cont2.811045, whole genome shotgun sequence.
* Block 247 <=== 829	USER>>AFYH01241174.1/14870-15062	  193   [+0+] AFYH01241174.1/14870-15062 Latimeria chalumnae contig241174, whole genome shotgun sequence.
* Block 248 <=== 86	USER>>AANN01458894.1/1-161	  161   [+0+] AANN01458894.1/1-161 Erinaceus europaeus cont1.458893, whole genome shotgun sequence.
* Block 249 <=== 761	USER>>AANN01089011.1/842-663	  180   [+0+] AANN01089011.1/842-663 Erinaceus europaeus cont1.089010, whole genome shotgun sequence.
* Block 250 <=== 588	USER>>AAQR03014735.1/4104-4300	  197   [+0+] AAQR03014735.1/4104-4300 Otolemur garnettii contig014735, whole genome shotgun sequence.
* Block 251 <=== 995	USER>>ABRT010492763.1/1782-1989	  208   [+0+] ABRT010492763.1/1782-1989 Tarsius syrichta cont1.492762, whole genome shotgun sequence.
* Block 252 <=== 1229	USER>>AAIY01691786.1/171-1	  171   [+0+] AAIY01691786.1/171-1 Echinops telfairi cont1.691787, whole genome shotgun sequence.
* Block 253 <=== 986	USER>>AAIY01337804.1/5500-5319	  182   [+0+] AAIY01337804.1/5500-5319 Echinops telfairi cont1.337803, whole genome shotgun sequence.
* Block 254 <=== 987	USER>>AAIY01044952.1/1797-1621	  177   [+0+] AAIY01044952.1/1797-1621 Echinops telfairi cont1.044951, whole genome shotgun sequence.
* Block 255 <=== 6	USER>>AADA01198857.1/154-1	  154   [+0+] AADA01198857.1/154-1 Pan troglodytes ctg_198856, whole genome shotgun sequence.
* Block 256 <=== 127	USER>>ABSL01057267.1/21425-21615	  191   [+12+] ABSL01057267.1/21425-21615 Homo sapiens CTG_1112749592289, whole genome shotgun sequence.
* Block 257 <=== 126	USER>>AAWR02005367.1/70242-70052	  191   [+71+] AAWR02005367.1/70242-70052 Equus caballus cont2.5366, whole genome shotgun sequence.
* Block 258 <=== 601	USER>>AACN010000763.1/1053-1242	  190   [+1+] AACN010000763.1/1053-1242 Canis familiaris ctg19866851878063, whole genome shotgun sequence.
* Block 259 <=== 1046	USER>>AAGV020500472.1/167-1	  167   [+0+] AAGV020500472.1/167-1 Dasypus novemcinctus cont2.500471, whole genome shotgun sequence.
* Block 260 <=== 1045	USER>>ABRT010118861.1/649-839	  191   [+0+] ABRT010118861.1/649-839 Tarsius syrichta cont1.118860, whole genome shotgun sequence.
* Block 261 <=== 1038	USER>>ABRR01183530.1/8536-8355	  182   [+0+] ABRR01183530.1/8536-8355 Vicugna pacos cont1.183529, whole genome shotgun sequence.
* Block 262 <=== 1783	USER>>ABRT010269784.1/952-771	  182   [+0+] ABRT010269784.1/952-771 Tarsius syrichta cont1.269783, whole genome shotgun sequence.
* Block 263 <=== 1290	USER>>ACBE01050654.1/9982-9793	  190   [+1+] ACBE01050654.1/9982-9793 Felis catus c438301249.Contig1, whole genome shotgun sequence.
* Block 264 <=== 971	USER>>AAGW02018669.1/1-169	  169   [+0+] AAGW02018669.1/1-169 Oryctolagus cuniculus cont2.18668, whole genome shotgun sequence.
* Block 265 <=== 1939	USER>>AAIY01665826.1/1544-1744	  201   [+0+] AAIY01665826.1/1544-1744 Echinops telfairi cont1.665827, whole genome shotgun sequence.
* Block 266 <=== 529	USER>>AAPY01049319.1/354-544	  191   [+0+] AAPY01049319.1/354-544 Tupaia belangeri cont1.049318, whole genome shotgun sequence.
* Block 267 <=== 1044	USER>>AAKN02006809.1/9082-9261	  180   [+0+] AAKN02006809.1/9082-9261 Cavia porcellus strain inbred line 2N cont2.6808, whole genome shotgun sequence.
* Block 268 <=== 1037	USER>>AAQR03050023.1/2177-2365	  189   [+0+] AAQR03050023.1/2177-2365 Otolemur garnettii contig050023, whole genome shotgun sequence.
* Block 269 <=== 1323	USER>>ABRT010231394.1/4732-4896	  165   [+0+] ABRT010231394.1/4732-4896 Tarsius syrichta cont1.231393, whole genome shotgun sequence.
* Block 270 <=== 585	USER>>AAGV020064851.1/983-1175	  193   [+0+] AAGV020064851.1/983-1175 Dasypus novemcinctus cont2.64850, whole genome shotgun sequence.
* Block 271 <=== 586	USER>>AGTP01008757.1/9114-8927	  188   [+0+] AGTP01008757.1/9114-8927 Spermophilus tridecemlineatus contig008757, whole genome shotgun sequence.
* Block 272 <=== 836	USER>>ABDC01187908.1/18560-18369	  192   [+1+] ABDC01187908.1/18560-18369 Microcebus murinus cont1.187907, whole genome shotgun sequence.
* Block 273 <=== 1024	USER>>AAGV020754948.1/388-576	  189   [+0+] AAGV020754948.1/388-576 Dasypus novemcinctus cont2.754947, whole genome shotgun sequence.
* Block 274 <=== 1325	USER>>AFSB01159819.1/6833-7104	  272   [+0+] AFSB01159819.1/6833-7104 Heterocephalus glaber contig159819, whole genome shotgun sequence.
* Block 275 <=== 783	USER>>AAQR03123251.1/8221-8404	  184   [+0+] AAQR03123251.1/8221-8404 Otolemur garnettii contig123251, whole genome shotgun sequence.
* Block 276 <=== 784	USER>>AAGV020884816.1/477-286	  192   [+0+] AAGV020884816.1/477-286 Dasypus novemcinctus cont2.884815, whole genome shotgun sequence.
* Block 277 <=== 594	USER>>AAGW02032408.1/49196-49008	  189   [+0+] AAGW02032408.1/49196-49008 Oryctolagus cuniculus cont2.32407, whole genome shotgun sequence.
* Block 278 <=== 1335	USER>>AAGV020403957.1/182-362	  181   [+0+] AAGV020403957.1/182-362 Dasypus novemcinctus cont2.403956, whole genome shotgun sequence.
* Block 279 <=== 1329	USER>>AGTP01012267.1/1568-1758	  191   [+0+] AGTP01012267.1/1568-1758 Spermophilus tridecemlineatus contig012267, whole genome shotgun sequence.
* Block 280 <=== 1332	USER>>AAPE02034811.1/23701-23894	  194   [+0+] AAPE02034811.1/23701-23894 Myotis lucifugus cont2.34810, whole genome shotgun sequence.
* Block 281 <=== 785	USER>>AADA01025173.1/9515-9325	  191   [+14+] AADA01025173.1/9515-9325 Pan troglodytes ctg_25172, whole genome shotgun sequence.
* Block 282 <=== 1334	USER>>AFSB01050184.1/3007-3301	  295   [+0+] AFSB01050184.1/3007-3301 Heterocephalus glaber contig50184, whole genome shotgun sequence.
* Block 283 <=== 1333	USER>>ABRP01200991.1/7309-7495	  187   [+0+] ABRP01200991.1/7309-7495 Pteropus vampyrus cont1.200990, whole genome shotgun sequence.
* Block 284 <=== 527	USER>>AAEX03005224.1/58385-58575	  191   [+1+] AAEX03005224.1/58385-58575 Canis lupus familiaris cont3.5224, whole genome shotgun sequence.
* Block 285 <=== 1245	USER>>AGTP01036246.1/1592-1752	  161   [+0+] AGTP01036246.1/1592-1752 Spermophilus tridecemlineatus contig036246, whole genome shotgun sequence.
